C,Name,Pos,City,GP,G,A,Pts,PIM,PIMB,SOA,SOG,PP,PPA,SH,SHA,OTG,GW,GT,EN,Hat.,S,+/-,PPts,PPts/GP,Sal,CapH,St
825,A. Broadh,C,ANA,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,-,
826,M. Streit,D,MON,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,0,0,-,-,
827,M. Blunde,RW,OTT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,-,
828,A. Crackn,RW,ANA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0,0,-,-,
829,D. Gambre,C,SJ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0.7,0.7,
830,M. Belesk,LW,NYR,15,0,0,0,21,15,0,0,0,0,0,0,0,0,0,0,0,17,-9,0,0,3,3.8,
831,N. Gerbe,C,CLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0.7,0.68,
832,T. Terry,RW,ANA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.93,0.93,
833,M. Necas,C,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.89,
834,T. Glass,LW,CAL,16,0,0,0,19,15,0,0,0,0,0,0,0,0,0,0,0,14,-4,0,0,-,-,
835,M. Reinke,D,STL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75,0.75,
836,E. Tolvan,LW,NAS,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.93,0.89,
837,C. Butler,D,STL,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-,-,
838,A. Gaudet,C,VAN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0.93,0.92,
839,C. Balisy,C,OTT,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-2,0,0,-,-,
840,A. Blidh,LW,BOS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,
841,B. Pietil,LW,ANA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,0.7,
842,D. Mermis,D,NJ,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-2,0,0,0.7,0.7,
843,S. Fogart,C,NYR,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,0.7,
844,B. Bennet,RW,ARI,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-2,0,0,0.73,0.73,
845,M. Dal Co,LW,NYI,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,0.7,
846,V. Kamene,C,COL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0.75,0.75,
847,T. Goulbo,LW,VEG,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0.7,0.7,
848,H. Faschi,RW,ARI,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0.73,0.74,
849,C. Valk,LW,FLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,
850,L. O'Brie,C,WAS,3,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,0.7,
851,J. Hanley,D,DAL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.7,0.7,
852,D. Turgeo,C,DET,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,0,0,0.7,0.7,
853,E. Robins,LW,CLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.87,0.87,
854,A. Englun,D,OTT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,-,
855,N. Roy,C,VEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0.7,0.72,
856,C. Bertsc,C,MIN,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,-,
857,K. Capobi,D,ARI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.73,0.75,
858,C. Cave,C,EDM,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.7,0.68,
859,N. Merkle,RW,ARI,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.86,
860,A. Mangia,LW,CAL,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,-3,0,0,0.72,0.72,
861,D. Martel,LW,TB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0,0,0.7,0.7,
862,W. Megan,C,DET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,-,
863,J. Rodewa,RW,OTT,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.73,0.73,
864,J. Quenne,C,CHI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-3,0,0,0.7,0.75,
865,K. Lowe,D,EDM,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0.7,0.68,
866,B. Malone,C,EDM,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0.7,0.7,
867,Z. Redmon,D,BUF,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,-,-,
868,T. Graova,C,VAN,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,0.7,0.7,
869,F. Corrad,D,PIT,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0,0,-,-,
870,D. Catena,C,NYR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-,-,
871,D. Prout,D,SJ,4,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,5,-2,0,0,0.8,0.8,
872,M. Chaput,C,ARI,9,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,2,-4,0,0,0.7,0.68,
873,M. Bourni,LW,TB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-,-,
874,J. Kloos,RW,ANA,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,
875,C. Soucy,D,MIN,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,0.75,0.75,
876,A. Cresce,C,LA,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,
877,K. Rooney,C,NJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.7,0.7,
878,L. Dauphi,C,NAS,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0.7,0.7,
879,J. Auger,RW,CAL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-,-,
880,J. Kuokka,LW,CAR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-3,0,0,0.84,0.81,
881,R. Valiev,D,CAL,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.7,0.7,
882,B. Sexton,C,PIT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-,-,
883,R. Anders,D,CAL,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0,0,0.78,0.76,
884,M. Klimch,LW,OTT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,
885,G. Fiore,LW,ARI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.74,0.7,
886,S. Morin,D,PHI,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7,0.7,
887,T. Carric,D,SJ,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,0.7,
888,J. Blandi,C,PIT,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0.7,0.7,
889,K. Criscu,C,PHI,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,-4,0,0,0.7,0.7,
