C,Name,Pos,City,GP,G,A,Pts,PIM,PIMB,SOA,SOG,PP,PPA,SH,SHA,OTG,GW,GT,EN,Hat.,S,+/-,PPts,PPts/GP,Sal,CapH,St
1,C. McDavi,C,EDM,82,30,70,100,26,0,4,2,3,24,1,1,1,6,0,3,1,251,27,102,1.2,14,12.5,
2,S. Crosby,C,PIT,75,44,45,89,24,0,8,3,14,11,0,0,1,5,0,2,1,255,17,91,1.2,9,8.7,
3,P. Kane,RW,CHI,82,34,55,89,32,0,5,1,7,16,0,0,1,5,0,3,2,292,11,93,1.1,9.8,10.5,
4,N. Backst,C,WAS,82,23,63,86,38,0,5,1,8,27,0,0,2,5,0,1,0,162,17,86,1,8,6.7,
5,N. Kucher,RW,TB,74,40,45,85,38,10,6,2,17,15,0,0,1,7,0,3,2,246,13,89,1.2,12,9.5,
6,B. Marcha,LW,BOS,80,39,46,85,81,0,4,2,9,15,3,2,1,8,0,4,1,226,18,87,1.1,7.5,6.13,
7,M. Scheif,C,WIN,79,32,50,82,38,0,3,1,7,8,0,2,2,5,0,2,0,160,18,82,1,6.75,6.13,
8,L. Draisa,C,EDM,82,29,48,77,20,0,6,3,10,17,0,0,3,5,0,2,0,172,7,77,0.9,9,8.5,
9,B. Burns,D,SJ,82,29,47,76,40,0,1,0,8,17,0,1,3,6,0,0,0,320,19,76,0.9,10,8,
10,V. Tarase,RW,STL,82,39,36,75,12,0,4,1,9,13,0,0,3,8,0,2,1,286,-1,77,0.9,9.5,7.5,
11,A. Panari,LW,NYR,82,31,43,74,21,5,5,4,9,8,0,0,1,5,0,4,0,211,18,74,0.9,14,11.64,
12,B. Wheele,RW,WIN,82,26,48,74,47,5,3,0,5,16,2,1,0,4,0,3,0,259,6,74,0.9,10,8.25,
13,R. Getzla,C,ANA,74,15,58,73,49,5,5,3,6,14,2,1,0,3,0,0,0,138,7,73,1,8.28,8.25,
14,E. Malkin,C,PIT,62,33,39,72,77,5,5,1,11,12,0,0,1,6,0,0,1,191,18,74,1.2,9.5,9.5,
15,T. Seguin,C,DAL,82,26,46,72,22,0,3,2,11,18,0,0,1,4,0,1,0,301,-15,72,0.9,13.5,9.85,
16,V. Hedman,D,TB,79,16,56,72,47,5,1,0,4,29,0,0,2,5,0,2,0,166,3,72,0.9,8,7.88,
17,E. Karlss,D,SJ,77,17,54,71,28,0,5,2,4,23,0,2,1,5,0,1,0,218,10,71,0.9,14.5,11.5,
18,D. Pastrn,RW,BOS,75,34,36,70,34,0,4,1,10,14,0,0,2,6,0,3,0,262,11,70,0.9,6.8,6.67,
19,P. Kessel,RW,ARI,82,23,47,70,20,0,6,3,8,22,0,0,1,4,0,0,0,229,3,70,0.9,7,8,
20,A. Matthe,C,TOR,82,40,29,69,14,0,8,2,8,13,0,0,1,8,0,1,1,279,2,71,0.9,15.9,11.63,
21,A. Ovechk,LW,WAS,82,33,36,69,50,0,3,0,17,9,0,0,2,7,0,0,2,313,6,73,0.9,10,9.54,
22,M. Granlu,LW,NAS,81,26,43,69,12,0,1,0,7,13,3,1,1,4,0,4,1,177,23,71,0.9,6.5,5.75,
23,J. Benn,LW,DAL,77,26,43,69,66,20,3,1,12,14,1,0,2,4,0,0,0,201,-9,69,0.9,13,9.5,
24,J. Pavels,C,DAL,81,29,39,68,34,0,3,0,7,15,1,0,0,7,0,3,0,233,11,68,0.8,8,7,
25,H. Zetter,LW,DET,82,17,51,68,22,0,4,3,2,11,0,0,0,0,0,0,0,195,15,68,0.8,1,6.08,
26,M. Pacior,LW,VEG,81,35,32,67,38,0,4,0,8,5,1,1,2,7,0,1,2,268,15,71,0.9,10.5,7,
27,J. Carter,C,LA,82,32,34,66,41,5,4,3,10,12,1,0,4,9,0,2,0,250,2,66,0.8,3,5.27,
28,J. Tavare,C,TOR,77,28,38,66,38,0,3,2,7,11,1,1,1,3,0,4,1,260,4,68,0.9,15.9,11,
29,E. Staal,C,MIN,82,28,37,65,34,0,1,1,4,12,1,1,0,8,0,4,0,211,17,65,0.8,3.5,3.25,
30,P. Laine,RW,WIN,73,36,28,64,26,0,4,3,9,5,0,0,1,5,0,3,3,204,7,70,1,-,-,
31,N. Ehlers,LW,WIN,82,25,39,64,38,0,1,0,5,7,0,0,0,4,0,3,0,204,1,64,0.8,6.5,6,
32,J. Skinne,LW,BUF,79,37,26,63,28,0,5,0,7,8,0,0,0,4,0,1,0,281,-3,63,0.8,10,9,
33,C. Atkins,RW,CLB,82,35,27,62,22,0,4,2,10,11,3,0,3,9,0,2,0,240,13,62,0.8,7.38,5.88,
34,J. van Ri,LW,PHI,82,29,33,62,37,5,2,0,6,13,0,0,0,5,0,0,1,238,-2,64,0.8,8,7,
35,N. Kadri,C,COL,82,32,29,61,95,10,2,0,12,5,0,0,2,6,0,2,0,236,-7,61,0.7,4.5,4.5,
36,V. Arvids,RW,NAS,80,31,30,61,28,0,1,0,4,5,5,2,1,6,0,2,1,246,16,63,0.8,4.25,4.25,
37,M. Hoffma,LW,FLA,74,26,35,61,51,0,1,0,13,13,0,0,1,8,0,0,1,224,17,63,0.9,5.65,5.19,
38,W. Nyland,RW,TOR,81,22,39,61,32,0,2,0,9,17,0,0,0,2,0,1,1,205,-3,63,0.8,9,6.96,
39,J. Vorace,RW,PHI,82,20,41,61,56,5,11,5,5,18,0,0,2,3,0,2,0,253,-24,61,0.7,9.25,8.25,
40,M. Marner,RW,TOR,77,19,42,61,38,0,7,3,4,17,0,0,0,5,0,0,0,176,0,61,0.8,16,10.89,
41,J. Gaudre,LW,CAL,72,18,43,61,4,0,3,0,4,12,0,0,1,3,0,2,0,182,-7,61,0.8,6.75,6.75,
42,R. Johans,C,NAS,82,14,47,61,60,10,5,0,4,19,1,0,0,3,0,2,0,154,1,61,0.7,8,8,
43,E. Kuznet,C,WAS,82,19,40,59,46,0,7,3,3,11,0,0,0,4,0,1,0,170,18,59,0.7,8.4,7.8,
44,M. Zuccar,RW,MIN,80,15,44,59,26,0,7,4,5,9,0,0,0,3,0,2,0,189,15,59,0.7,5,6,
45,A. Wennbe,C,CLB,80,13,46,59,21,5,3,0,2,21,0,0,0,5,0,0,0,109,9,59,0.7,5.35,4.9,
46,F. Forsbe,LW,NAS,82,31,27,58,32,0,3,0,3,6,3,0,1,9,0,1,2,234,-4,62,0.8,6,6,
47,S. Monaha,C,CAL,82,27,31,58,20,0,6,1,8,9,1,0,2,4,0,1,0,199,-1,58,0.7,6.75,6.38,
48,M. Johans,LW,BUF,82,24,34,58,10,0,1,0,5,14,0,0,2,5,0,3,0,129,25,58,0.7,5,4.5,
49,R. Kesler,C,ANA,82,22,36,58,83,15,2,0,8,12,0,0,0,2,0,2,1,186,8,60,0.7,6.68,6.88,
50,J. Toews,C,CHI,72,21,37,58,35,5,4,2,6,11,0,0,1,5,0,3,1,199,7,60,0.8,9.8,10.5,
51,M. Koivu,C,MIN,80,18,40,58,34,0,4,2,2,18,0,2,1,4,0,1,0,139,27,58,0.7,5,5.5,
52,C. Giroux,RW,PHI,82,14,44,58,38,0,12,4,5,26,0,1,2,3,0,0,0,199,-15,58,0.7,8,8.28,
53,N. Nieder,RW,CAR,82,25,32,57,53,0,1,0,8,6,0,0,0,3,0,1,0,186,17,57,0.7,5.85,5.25,
54,J. Eichel,C,BUF,61,24,33,57,22,0,3,0,10,14,0,0,1,4,0,2,0,249,-13,57,0.9,10,10,
55,T. Oshie,RW,WAS,68,33,23,56,36,0,6,4,7,6,1,2,1,4,0,1,1,143,28,58,0.9,6.5,5.75,
56,J. Miller,C,VAN,82,22,34,56,21,5,1,0,2,5,3,1,1,6,0,3,0,132,17,56,0.7,6,5.25,
57,C. Coyle,C,BOS,82,18,38,56,36,0,3,0,4,5,0,0,0,5,0,2,0,159,13,56,0.7,4.25,3.2,
58,K. Shatte,D,TB,80,13,43,56,47,5,2,0,8,19,0,0,0,2,0,0,0,161,-7,56,0.7,1.75,1.75,
59,J. Bailey,RW,NYI,82,13,43,56,12,0,2,0,3,9,0,0,1,1,0,0,0,173,5,56,0.7,6,5,
60,K. Turris,C,NAS,78,27,28,55,47,5,10,4,6,11,0,0,2,6,0,2,0,185,-3,55,0.7,6,6,
61,B. Schenn,C,STL,79,25,30,55,38,10,2,0,17,11,0,0,2,7,0,0,1,178,-13,57,0.7,4.5,5.13,
62,R. O'Reil,C,STL,72,20,35,55,10,0,3,1,8,16,1,1,0,3,0,0,0,189,-1,55,0.8,6,7.5,
63,R. Vrbata,RW,FLA,81,20,35,55,16,0,8,4,4,11,0,0,0,4,0,0,0,233,-18,55,0.7,-,-,
64,J. Schwar,LW,STL,78,19,36,55,18,0,0,0,3,6,0,0,1,4,0,2,0,179,14,55,0.7,5.75,5.35,
65,T. Bozak,C,STL,78,18,37,55,30,0,3,0,7,11,0,0,0,1,0,0,0,145,-1,55,0.7,5.25,5,
66,D. Stepan,C,ARI,81,17,38,55,16,0,2,0,4,14,1,0,0,2,0,1,0,209,19,55,0.7,5,6.5,
67,W. Simmon,RW,NJ,82,31,23,54,122,25,3,1,16,9,2,0,1,4,0,0,0,224,-18,54,0.7,5,5,
68,V. Troche,C,FLA,82,23,31,54,43,5,11,4,2,10,0,1,1,2,0,3,0,230,-13,54,0.7,5.25,4.75,
69,D. Krejci,C,BOS,82,23,31,54,26,0,2,0,8,6,0,0,0,3,0,1,0,158,-12,54,0.7,7,7.25,
70,M. Stone,RW,VEG,71,22,32,54,25,5,2,0,6,8,0,0,0,5,0,2,0,134,12,54,0.8,12,9.5,
71,A. Radulo,RW,DAL,76,18,36,54,62,0,5,4,6,10,0,0,1,2,0,3,0,147,10,54,0.7,6.6,6.25,
72,C. Kreide,LW,NYR,75,28,25,53,58,10,0,0,6,7,0,0,1,4,0,0,1,186,6,55,0.7,4,4.63,
73,K. Palmie,RW,NJ,80,26,27,53,46,10,0,0,8,11,1,0,0,3,0,1,0,192,2,53,0.7,5,4.65,
74,B. Saad,LW,CHI,82,24,29,53,8,0,0,0,1,2,0,0,0,4,0,1,0,210,23,53,0.6,6.75,6,
75,C. Sheary,LW,BUF,61,23,30,53,22,0,0,0,2,3,0,0,1,6,0,1,0,154,24,53,0.9,3,3,
76,M. Backlu,C,CAL,81,22,31,53,36,0,1,0,7,9,0,3,2,7,0,0,0,197,9,53,0.7,5.85,5.35,
77,J. Drouin,LW,MON,73,21,32,53,16,0,5,2,9,17,0,0,1,6,0,1,0,183,-13,53,0.7,5.5,5.5,
78,P. Berger,C,BOS,79,21,32,53,24,0,2,0,8,9,0,3,0,7,0,1,0,302,12,53,0.7,4.38,6.88,
79,T. Hall,LW,NJ,72,20,33,53,32,0,3,1,7,8,0,0,2,4,0,3,0,238,-9,53,0.7,6,6,
80,C. Perry,RW,DAL,82,19,34,53,76,10,6,1,5,15,0,0,0,3,0,1,0,215,2,53,0.6,1.5,1.5,
81,N. MacKin,C,COL,82,16,37,53,16,0,3,1,2,12,2,0,2,4,0,1,0,251,-14,53,0.6,6.75,6.3,
82,D. Keith,D,CHI,80,6,47,53,16,0,0,0,2,13,0,0,1,2,0,0,0,183,22,53,0.7,3.5,5.54,
83,A. Lee,LW,NYI,81,34,18,52,56,10,1,0,9,5,0,0,0,6,0,1,0,191,9,52,0.6,9,7,
84,L. Coutur,C,SJ,73,25,27,52,12,0,2,2,11,4,0,1,0,3,0,2,0,174,11,52,0.7,10,8,
85,A. Barkov,C,FLA,61,21,31,52,10,0,10,7,3,11,0,0,2,5,0,0,0,142,13,52,0.9,6.9,5.9,
86,B. Horvat,C,VAN,81,20,32,52,27,5,3,2,3,7,2,0,0,1,0,1,0,158,-7,52,0.6,5.78,5.5,
87,O. Palat,LW,TB,75,17,35,52,39,5,1,0,5,10,0,0,0,3,0,0,0,162,8,52,0.7,5.3,5.3,
88,D. Byfugl,D,WIN,80,13,39,52,117,15,0,0,1,13,0,2,0,1,0,0,0,241,10,52,0.6,8,7.6,
89,A. Kopita,C,LA,76,12,40,52,28,0,5,2,5,14,0,1,0,0,0,0,0,150,-10,52,0.7,11,10,
90,R. Rakell,LW,ANA,71,33,18,51,12,0,5,2,5,7,0,0,1,10,0,0,0,177,10,51,0.7,3.8,3.79,
91,P. Eaves,RW,ANA,79,32,19,51,24,0,3,2,13,5,0,0,0,2,0,3,0,209,-2,51,0.6,3,3.15,
92,J. Marche,C,VEG,75,30,21,51,38,0,1,0,8,10,0,0,1,6,0,1,1,193,-21,53,0.7,6,5,
93,N. Folign,LW,CLB,79,26,25,51,55,15,0,0,11,10,0,0,1,5,0,0,0,185,-4,51,0.6,5.5,5.5,
94,J. Eberle,RW,NYI,82,20,31,51,16,0,3,1,4,10,0,0,0,0,0,2,1,208,3,53,0.6,5.5,5.5,
95,A. Steen,LW,STL,76,16,35,51,53,5,2,1,3,13,0,0,0,2,0,4,0,117,-2,51,0.7,5.5,5.75,
96,J. Schult,D,PIT,78,12,39,51,34,0,0,0,3,17,0,0,0,1,0,0,0,154,27,51,0.7,6,5.5,
97,T. Krug,D,BOS,81,8,43,51,37,15,2,0,6,19,0,0,0,1,0,0,0,208,-10,51,0.6,5,5.25,
98,M. Lucic,LW,CAL,82,23,27,50,50,30,0,0,12,13,0,0,0,3,0,1,1,175,-3,52,0.6,6,6,
99,S. Gagner,RW,EDM,81,18,32,50,22,0,4,2,8,10,0,0,0,1,0,1,0,178,10,50,0.6,3.2,3.15,
100,J. Spezza,C,TOR,68,15,35,50,29,5,1,0,2,17,1,0,0,4,0,0,0,149,-18,50,0.7,0.7,0.7,
101,H. Sedin,C,VAN,82,15,35,50,28,0,0,0,1,14,0,0,2,4,0,0,0,99,-27,50,0.6,-,-,
102,D. Hamilt,D,CAR,81,13,37,50,64,0,0,0,2,12,0,1,1,5,0,0,0,222,12,50,0.6,6,5.75,
103,J. Thornt,C,SJ,79,7,43,50,51,0,0,0,1,18,0,0,0,0,0,3,0,81,7,50,0.6,2,2,
104,S. Aho,RW,CAR,82,24,25,49,26,0,5,2,6,11,1,1,1,4,0,2,1,214,-1,51,0.6,12,8.45,
105,J. Silfve,RW,ANA,79,23,26,49,20,0,6,1,5,4,1,0,0,5,0,1,0,227,10,49,0.6,5.25,5.25,
106,K. Hayes,C,PHI,76,17,32,49,18,0,1,1,1,6,1,6,0,4,0,1,0,143,10,49,0.6,9,7.14,
107,J. Klingb,D,DAL,80,13,36,49,34,0,0,0,4,13,0,0,0,3,0,3,0,124,2,49,0.6,5,4.25,
108,R. Josi,D,NAS,72,12,37,49,18,0,0,0,7,11,0,1,0,1,0,0,0,217,7,49,0.7,4,4,
109,J. Willia,RW,CAR,80,24,24,48,50,0,1,0,5,5,0,0,0,4,0,0,0,167,14,48,0.6,-,-,
110,T. Vanek,LW,DET,68,17,31,48,22,0,5,5,5,8,0,0,0,2,0,0,0,133,-5,48,0.7,-,-,
111,A. Pietra,D,STL,80,14,34,48,24,0,0,0,6,13,0,0,0,4,0,1,0,181,3,48,0.6,7.5,6.5,
112,M. Tkachu,LW,CAL,76,13,35,48,105,15,0,0,3,10,0,0,0,2,0,1,0,142,14,48,0.6,5,7,
113,G. Nyquis,RW,CLB,76,12,36,48,18,0,6,3,2,7,0,0,0,2,0,0,0,165,0,48,0.6,6,5.5,
114,J. Zucker,LW,MIN,79,22,25,47,30,0,1,0,1,0,0,0,0,3,0,1,0,172,34,47,0.6,6.25,5.5,
115,B. Little,C,WIN,59,21,26,47,18,0,2,1,6,6,0,0,1,3,0,1,0,119,-7,47,0.8,6.5,5.29,
116,S. Reinha,RW,BUF,79,17,30,47,8,0,6,2,9,8,0,0,0,3,0,2,0,178,-11,47,0.6,3.75,3.65,
117,J. Pominv,RW,BUF,78,13,34,47,4,0,4,3,0,7,0,0,0,2,0,1,0,176,2,47,0.6,-,-,
118,Z. Werens,D,CLB,78,11,36,47,14,0,0,0,4,17,0,0,1,1,0,0,0,188,17,47,0.6,4,5,
119,P. Marlea,LW,CAR,82,27,19,46,28,0,1,0,7,9,0,0,0,6,0,2,1,190,4,48,0.6,-,-,
120,T. Tatar,LW,MON,82,25,21,46,26,0,3,0,5,3,0,0,0,5,0,0,1,166,-8,48,0.6,5.5,5.3,
121,D. Perron,LW,STL,82,18,28,46,54,0,3,1,3,10,1,0,1,3,0,2,1,151,-2,48,0.6,4.75,4,
122,J. Jagr,RW,CAL,82,16,30,46,56,0,0,0,8,5,0,0,0,2,0,0,0,181,2,46,0.6,-,-,
123,N. Leddy,D,NYI,81,11,35,46,12,0,2,1,3,12,0,0,0,1,0,0,0,137,-3,46,0.6,6,5.5,
124,M. Hossa,RW,ARI,73,26,19,45,8,0,1,0,5,6,1,0,3,7,0,3,0,167,7,45,0.6,1,5.28,
125,A. Anisim,C,OTT,64,22,23,45,30,0,1,0,4,4,0,0,1,7,0,1,0,105,9,45,0.7,4,4.55,
126,B. Nelson,C,NYI,81,20,25,45,36,0,1,0,1,5,0,1,1,4,0,0,0,173,-6,45,0.6,8,6,
127,T. Johnso,C,TB,66,19,26,45,28,0,1,0,6,11,0,0,1,3,0,0,0,130,-5,45,0.7,5.5,5,
128,K. Okposo,RW,BUF,65,19,26,45,24,0,5,0,7,16,0,0,1,2,0,0,0,156,-7,45,0.7,6,6,
129,J. Staal,C,CAR,75,16,29,45,38,10,0,0,4,4,1,0,0,3,0,0,0,164,-1,45,0.6,6,6,
130,V. Rask,C,MIN,82,16,29,45,16,0,0,0,4,6,0,1,0,3,0,1,0,186,-10,45,0.5,4,4,
131,T. Zajac,C,NJ,80,14,31,45,33,5,1,0,6,6,1,1,0,1,0,1,1,126,-8,47,0.6,5.75,5.75,
132,M. Perrea,LW,WIN,65,13,32,45,30,0,1,1,3,12,0,0,0,3,0,0,0,134,-11,45,0.7,4,4.13,
133,E. Lindho,C,CAL,72,11,34,45,16,0,0,0,2,9,1,4,0,0,0,1,0,151,-2,45,0.6,5.85,4.85,
134,R. Ristol,D,BUF,79,6,39,45,58,5,1,1,1,24,0,1,2,2,0,0,0,186,-9,45,0.6,5.4,5.4,
135,T. Pearso,LW,VAN,80,24,20,44,13,5,4,1,3,5,1,1,2,5,0,0,0,187,5,44,0.6,3.85,3.75,
136,R. Panik,RW,WAS,82,22,22,44,58,10,2,1,4,5,0,0,0,5,0,0,1,155,14,46,0.6,3.2,2.75,
137,P. Hornqv,RW,PIT,70,21,23,44,28,0,0,0,10,7,0,0,0,6,0,0,0,223,16,44,0.6,5.3,5.3,
138,M. Frolik,RW,CAL,82,17,27,44,58,0,0,0,3,5,2,1,1,1,0,0,0,202,13,44,0.5,3,4.3,
139,A. Galche,C,PIT,61,17,27,44,24,0,2,0,6,9,0,0,5,6,0,1,0,104,-5,44,0.7,4.9,4.9,
140,D. Sedin,LW,VAN,82,15,29,44,32,0,0,0,6,8,0,0,1,3,0,0,0,216,-16,44,0.5,-,-,
141,D. Dought,D,LA,82,12,32,44,46,0,1,0,5,14,0,1,1,1,0,1,0,181,8,44,0.5,12,11,
142,E. Kane,LW,SJ,70,28,15,43,113,5,1,0,3,5,0,0,1,5,0,0,0,260,-17,43,0.6,8,7,
143,P. Byron,LW,MON,81,22,21,43,29,5,4,3,0,4,1,0,1,6,0,1,0,96,21,43,0.5,4,3.4,
144,R. Nugent,C,EDM,82,18,25,43,29,5,3,0,5,6,0,0,1,4,0,2,0,200,-10,43,0.5,6,6,
145,J. Gardin,D,CAR,82,9,34,43,34,0,0,0,2,11,0,0,2,2,0,0,0,127,24,43,0.5,3.65,4.05,
146,P. Maroon,LW,TB,81,27,15,42,95,45,1,0,3,3,0,0,0,5,0,0,1,178,13,44,0.5,0.9,0.9,
147,Z. Parise,LW,MIN,69,19,23,42,30,0,4,0,6,6,0,0,0,4,0,1,0,194,-3,42,0.6,9,7.54,
148,M. Fisher,C,NAS,72,18,24,42,55,15,0,0,7,10,0,0,0,3,0,3,0,120,1,42,0.6,-,-,
149,S. Weber,D,MON,78,17,25,42,38,0,0,0,12,10,0,2,0,4,0,0,0,183,20,42,0.5,6,7.86,
150,T. Terava,LW,CAR,81,15,27,42,16,0,2,0,5,10,0,0,1,2,0,1,0,169,-6,42,0.5,6.25,5.4,
151,S. Jones,D,CLB,75,12,30,42,24,0,0,0,1,6,0,0,3,3,0,0,0,152,6,42,0.6,5.4,5.4,
152,V. Filppu,C,DET,79,12,30,42,26,0,2,0,0,7,0,0,0,1,0,2,0,97,-1,42,0.5,3,3,
153,R. McDona,D,TB,77,6,36,42,37,0,0,0,1,14,1,0,0,1,0,0,0,153,20,42,0.5,8.4,6.75,
154,J. Neal,RW,EDM,70,23,18,41,35,5,2,1,5,8,0,0,1,5,0,1,0,202,-10,41,0.6,5.75,5.75,
155,M. Duchen,C,NAS,77,18,23,41,12,0,3,1,3,6,1,0,1,3,0,0,0,160,-34,41,0.5,10,8,
156,F. Nielse,C,DET,79,17,24,41,18,0,8,2,4,11,2,0,0,0,0,0,0,162,-19,41,0.5,5.5,5.25,
157,B. Dubins,C,CLB,80,12,29,41,91,25,0,0,1,3,1,0,1,5,0,0,0,115,16,41,0.5,5.85,5.85,
158,K. Yandle,D,FLA,82,5,36,41,39,5,0,0,2,16,0,1,0,0,0,0,0,178,-6,41,0.5,5.75,6.35,
159,M. Grabne,LW,ARI,76,27,13,40,10,0,1,0,0,0,1,2,0,3,0,4,2,162,22,44,0.6,3.78,3.35,
160,A. Henriq,C,ANA,82,20,20,40,38,0,0,0,6,4,2,1,1,2,0,0,0,142,-20,40,0.5,5.83,5.83,
161,P. Stastn,C,VEG,66,18,22,40,36,0,0,0,5,8,0,0,0,5,0,0,0,112,4,40,0.6,6.5,6.5,
162,B. Point,C,TB,68,18,22,40,14,0,7,5,5,7,0,0,0,2,0,0,0,122,4,40,0.6,5.25,6.75,
163,L. Stempn,RW,BOS,82,16,24,40,32,0,3,3,2,4,0,0,0,2,0,1,0,131,2,40,0.5,-,-,
164,P. Danaul,C,MON,82,13,27,40,35,5,0,0,0,2,0,1,1,3,0,0,0,133,5,40,0.5,3,3.08,
165,P. Subban,D,NJ,66,10,30,40,44,10,0,0,3,13,0,1,0,2,0,1,0,142,-8,40,0.6,10,9,
166,R. Suter,D,MIN,82,9,31,40,36,0,0,0,4,8,1,1,0,1,0,0,0,164,34,40,0.5,9,7.54,
167,M. Hanzal,C,DAL,71,20,19,39,53,5,0,0,5,4,0,0,1,2,0,0,0,169,-17,39,0.5,4,4.75,
168,D. Brassa,C,NYI,81,14,25,39,24,0,2,0,3,4,0,0,0,3,0,1,0,195,12,39,0.5,1.2,1.2,
169,M. Giorda,D,CAL,81,12,27,39,59,5,1,0,3,11,2,1,1,4,0,1,0,151,22,39,0.5,6.75,6.75,
170,O. Ekman-,D,ARI,79,12,27,39,48,0,3,1,8,11,0,0,1,1,0,0,0,145,-25,39,0.5,8,8.25,
171,R. Spoone,C,VAN,78,11,28,39,14,0,5,1,3,15,0,1,1,3,0,1,0,145,-8,39,0.5,-,-,
172,C. Fowler,D,ANA,80,11,28,39,20,0,3,1,5,10,1,1,0,3,0,0,0,186,7,39,0.5,7.5,6.5,
173,A. Martin,D,LA,82,9,30,39,24,0,0,0,2,13,1,0,2,3,0,0,0,144,-17,39,0.5,4.15,4,
174,S. Gostis,D,PHI,76,7,32,39,32,0,3,1,2,21,0,0,0,1,0,0,0,198,-21,39,0.5,5.25,4.5,
175,B. Skjei,D,NYR,80,5,34,39,42,0,0,0,0,7,0,0,0,0,0,0,0,127,11,39,0.5,5.4,5.25,
176,M. Niskan,D,PHI,78,5,34,39,32,0,0,0,1,8,0,1,0,2,0,0,0,154,20,39,0.5,5.75,5.75,
177,B. Seabro,D,CHI,79,3,36,39,26,0,0,0,2,12,0,0,0,0,0,0,0,131,5,39,0.5,7.5,6.88,
178,R. Nash,LW,BOS,67,23,15,38,26,0,0,0,6,3,1,0,0,3,0,2,0,195,9,38,0.6,-,-,
179,M. Rantan,RW,COL,75,20,18,38,22,0,2,0,4,6,0,0,1,2,0,0,1,133,-25,40,0.5,-,-,
180,D. Backes,RW,BOS,74,17,21,38,69,15,1,0,2,5,0,0,0,2,0,2,0,175,2,38,0.5,4,6,
181,R. Ellis,D,NAS,71,16,22,38,29,0,3,2,4,7,1,2,0,3,0,0,0,140,17,38,0.5,7.7,6.25,
182,O. Klefbo,D,EDM,82,12,26,38,6,0,0,0,3,13,0,1,0,3,0,0,0,201,7,38,0.5,4.5,4.17,
183,J. Spurge,D,MIN,76,10,28,38,20,0,0,0,1,4,0,1,1,2,0,1,0,144,33,38,0.5,5.5,5.19,
184,M. Domi,C,MON,59,9,29,38,40,10,1,0,1,7,0,0,0,1,0,0,0,108,-9,38,0.6,3.15,3.15,
185,T. Barrie,D,TOR,74,7,31,38,18,0,0,0,1,9,0,0,0,2,0,0,0,182,-34,38,0.5,6,5.5,
186,N. Bonino,C,NAS,80,18,19,37,16,0,3,0,6,5,1,0,0,1,0,0,1,142,-5,39,0.5,4.1,4.1,
187,J. Faulk,D,STL,75,17,20,37,32,0,0,0,4,9,0,0,0,2,0,0,0,225,-18,37,0.5,6,4.83,
188,K. Verste,RW,CHI,69,15,22,37,46,10,5,4,8,8,0,0,0,1,0,1,0,136,-3,37,0.5,-,-,
189,R. Smith,RW,VEG,80,15,22,37,17,5,2,0,6,5,1,0,0,3,0,0,0,160,-13,37,0.5,5,5,
190,M. Zibane,C,NYR,56,14,23,37,16,0,4,1,4,7,0,0,2,2,0,0,0,119,9,37,0.7,5.35,5.35,
191,S. Hartne,LW,NAS,78,13,24,37,63,15,0,0,2,1,0,0,0,1,0,0,1,104,14,39,0.5,-,-,
192,J. Carlso,D,WAS,72,9,28,37,10,0,0,0,3,13,0,1,0,3,0,0,0,180,7,37,0.5,12,8,
193,C. Brown,RW,OTT,82,20,16,36,10,0,0,0,2,4,1,0,0,4,0,3,0,139,3,36,0.4,2.1,2.1,
194,A. Killor,LW,TB,81,19,17,36,66,10,1,0,4,6,1,1,0,4,0,1,0,176,-9,36,0.4,4.45,4.45,
195,A. Mantha,RW,DET,60,17,19,36,53,25,0,0,1,2,0,0,2,3,0,0,0,133,10,36,0.6,3.3,3.3,
196,D. Brown,RW,LA,80,14,22,36,22,0,2,0,4,2,1,0,0,1,0,0,0,175,-4,36,0.4,5.5,5.88,
197,M. Green,D,DET,72,14,22,36,40,0,0,0,3,7,0,0,1,2,0,0,1,125,-20,38,0.5,5.25,5.38,
198,A. Goligo,D,ARI,82,6,30,36,28,0,0,0,1,7,1,1,0,0,0,0,0,112,-9,36,0.4,5.8,5.48,
199,A. Markov,D,MON,62,6,30,36,16,0,0,0,1,11,0,1,0,1,0,0,0,98,18,36,0.6,-,-,
200,T. Brodie,D,CAL,82,6,30,36,24,0,0,0,1,11,1,1,1,2,0,1,0,78,-16,36,0.4,4.84,4.65,
201,N. Zaitse,D,OTT,82,4,32,36,38,0,0,0,1,11,0,1,0,0,0,1,0,106,-22,36,0.4,4.5,4.5,
202,S. Baerts,LW,VAN,68,18,17,35,8,0,2,0,2,4,0,0,0,5,0,0,0,114,-6,35,0.5,3.7,3.37,
203,M. Letest,C,WIN,78,16,19,35,17,5,9,4,11,3,2,1,1,6,0,0,0,120,-2,35,0.4,0.7,0.7,
204,A. Coglia,C,DAL,82,16,19,35,26,0,1,0,0,0,3,1,0,2,0,2,0,178,11,35,0.4,3.25,3.25,
205,B. Gionta,RW,BOS,82,15,20,35,22,0,2,0,3,4,1,1,0,3,0,0,0,149,-11,35,0.4,-,-,
206,A. Burako,LW,COL,64,12,23,35,14,0,0,0,2,3,0,0,0,1,0,0,0,111,13,35,0.5,3.25,3.25,
207,C. Wilson,C,COL,70,12,23,35,18,0,0,0,6,1,0,0,0,0,0,0,0,113,7,35,0.5,2.6,2.6,
